REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,,,,,,
Donna Shalala,FL,Congress,Democratic,WAFD,WAFD US,US,Washington Federal Inc,Buy,3/6/2019,8000,Com,30.25,264,32.57,34.84,30.73,,,,,,
Donna Shalala,FL,Congress,Democratic,XENT,XENT US,US,Intersect Ent Inc,Buy,3/6/2019,8000,Com,33.8,236,23.02,16.56,24.33,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,DOMO,DOMO US,US,Domo Inc,Buy,3/6/2019,32500,Com B,31.19,1042,31.92,24.24,18.98,,,,,,
Thomas Suozzi,NY,Congress,Democratic,CAT,CAT US,US,Caterpillar Inc,Buy,3/5/2019,32500,Com,137.14,236,120.65,117.03,127.4,,,,,,
Thomas Suozzi,NY,Congress,Democratic,TXN,TXN US,US,Texas Instruments Inc,Buy,3/5/2019,8000,Com,106.57,74,105.17,121.74,119.05,,,,,,
David Joyce,OH,Congress,Republican,IEFA,IEFA US,US,Ishares Core MSCI EAFE ETF,Buy,3/4/2019,32500,Stock Unit,60.38,538,59.61,59.06,58.74,,,,,,
David Joyce,OH,Congress,Republican,IJH,IJH US,US,iShares Core S&P Mid-Cap ETF,Buy,3/4/2019,32500,Stock Unit,191.72,168,182.33,185.86,183.48,,,,,,
David Joyce,OH,Congress,Republican,IJR,IJR US,US,IShares Core S&P Small-Cap ETF,Buy,3/4/2019,32500,Stock Unit,79.65,408,73.55,74.54,73.08,,,,,,
David Joyce,OH,Congress,Republican,IVV,IVV US,US,iShares Core S&P 500 ETF,Buy,3/4/2019,8000,Unit,281.16,28,276.38,292.41,301.5,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,EQIX,EQIX US,US,Equinix Inc,Buy,3/1/2019,8000,Com NPV,432.79,18,487.31,553.53,618.88,,,,,,
Thomas Carper,DE,Senate,Democratic,WW,WW US,US,WW International Inc,Buy,2/27/2019,8000,Com NPV,19.37,412,18.04,28.88,31.46,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,EQIX,EQIX US,US,Equinix Inc,Buy,2/27/2019,8000,Com NPV,418.15,18,491.23,558.68,597.49,,,,,,
Thomas Suozzi,NY,Congress,Democratic,WY,WY US,US,Weyerhaeuser Co,Buy,2/25/2019,32500,Com,25.86,1256,22.58,25.45,28.07,,,,,,
Thomas Suozzi,NY,Congress,Democratic,WY,WY US,US,Weyerhaeuser Co,Buy,2/21/2019,8000,Com,25.74,310,23.13,25.03,30.73,,,,,,
Donna Shalala,FL,Congress,Democratic,ALLE,ALLE US,US,Allegion Plc,Buy,2/20/2019,8000,Com,87.95,90,101.48,96.55,129.85,,,,,,
Donna Shalala,FL,Congress,Democratic,AOS,AOS US,US,Smith(A.O.)Corp,Buy,2/20/2019,8000,Com,52.47,152,44.6,46.6,44.52,,,,,,
Donna Shalala,FL,Congress,Democratic,APLE,APLE US,US,Apple Hospitality Reit Inc,Buy,2/20/2019,8000,Ord,16.7,478,16.37,15.84,15.12,,,,,,
Donna Shalala,FL,Congress,Democratic,CATY,CATY US,US,Cathay General Bancorp,Buy,2/20/2019,8000,Com,40.03,198,36.48,34.32,36.73,,,,,,
Donna Shalala,FL,Congress,Democratic,SPR,SPR US,US,Spirit Aerosystems Holdings Inc,Buy,2/20/2019,8000,Com A,97.98,80,84.77,73.74,65.03,,,,,,
Frederick Upton,MI,Congress,Republican,FB,FB US,US,Facebook Inc,Buy,2/19/2019,8000,Com A,162.29,48,182.72,186.17,217.49,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,YEXT,YEXT US,US,Yext Inc,Buy,2/19/2019,32500,Com,18.25,1780,21.2,18.93,16.92,,,,,,
Donna Shalala,FL,Congress,Democratic,TSM,2330 TT,TT,Taiwan Semiconductor Manufacturing,Buy,2/15/2019,8000,DR,38.09,210,41.53,40.43,56.18,,,,,,
Donna Shalala,FL,Congress,Democratic,ALV,ALV GR,GR,Allianz SE,Buy,2/15/2019,8000,Ord NPV,78.23,102,70.39,65.02,77.37,,,,,,
Donna Shalala,FL,Congress,Democratic,BIDU,BIDU US,US,Baidu Inc,Buy,2/15/2019,8000,DR,170.06,46,153.7,94.85,134.18,,,,,,
Donna Shalala,FL,Congress,Democratic,CHKP,CHKP US,US,Check Point Software Technologies,Buy,2/15/2019,8000,Ord,120.1,66,119.12,107.51,116.4,,,,,,
Donna Shalala,FL,Congress,Democratic,D05,D05 SP,SP,DBS Group Holdings Ltd,Buy,2/15/2019,8000,Ord,24.9,320,20.79,31.66,50.5,,,,,,
Donna Shalala,FL,Congress,Democratic,DBD,DBD US,US,Diebold Nixdorf Inc ,Buy,2/15/2019,8000,Com,8.03,996,9.96,12.84,8.57,,,,,,
Donna Shalala,FL,Congress,Democratic,DGE,DGE LN,LN,Diageo,Buy,2/15/2019,8000,Ord,964.57,8,900.33,819.66,1013.65,,,,,,
Donna Shalala,FL,Congress,Democratic,FLR,FLR US,US,Fluor Corp,Buy,2/15/2019,8000,Com,36.31,220,29.5,17.55,14.79,,,,,,
Donna Shalala,FL,Congress,Democratic,ITUB3,ITUB3 BZ,BZ,Itau Unibanco Holding SA,Buy,2/15/2019,8000,DR,32.61,244,27.44,30.4,30.35,,,,,,
Donna Shalala,FL,Congress,Democratic,JCI,JCI US,US,Johnson Controls International Plc,Buy,2/15/2019,8000,Com,35.1,226,39.18,41.51,41.99,,,,,,
Donna Shalala,FL,Congress,Democratic,NESN,NESN SW,SW,Nestlé SA,Buy,2/15/2019,8000,Ord B,89.1,88,100.42,106.06,107.86,,,,,,
Donna Shalala,FL,Congress,Democratic,NOV,NOV US,US,Nov Inc,Buy,2/15/2019,8000,Com,29.81,268,24.75,18.74,22.85,,,,,,
Donna Shalala,FL,Congress,Democratic,PCH,PCH US,US,Potlatchdeltic Corp,Buy,2/15/2019,8000,Com,35.47,224,38.05,36.04,41.87,,,,,,
Donna Shalala,FL,Congress,Democratic,RDSA,RDSA LN,LN,Royal Dutch Shell,Buy,2/15/2019,8000,Ord B,2424,2,2521.5,2344.5,1933.4,,,,,,
Donna Shalala,FL,Congress,Democratic,ROG,ROG SW,SW,Roche Holding Ag,Buy,2/15/2019,8000,Ord,136.05,58,172.86,132.59,111.86,,,,,,
Donna Shalala,FL,Congress,Democratic,SAP,SAP GR,GR,SAP Se,Buy,2/15/2019,8000,Ord NPV,106.82,74,129.11,116.87,137.76,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,YEXT,YEXT US,US,Yext Inc,Buy,2/15/2019,32500,Com,18,1804,21.45,19.23,16.45,,,,,,
Cynthia Axne,IA,Congress,Democratic,CVET,CVET US,US,Covetrus Inc,Buy,2/8/2019,8000,Com,41.01,194,29.89,23.41,13,,,,,,
John Curtis,UT,Congress,Republican,DOMO,DOMO US,US,Domo Inc,Buy,2/8/2019,8000,Com B,29.61,270,36.39,25.39,24.07,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,SU,SU CN,CN,Suncor Energy Inc,Buy,2/8/2019,8000,Com NPV,32.24,248,32.34,28.11,29.35,,,,,,
Cynthia Axne,IA,Congress,Democratic,CVET,CVET US,US,Covetrus Inc,Buy,2/6/2019,16001,Com,46.19,346,32.17,23.32,13.24,,,,,,
Donna Shalala,FL,Congress,Democratic,ALLE,ALLE US,US,Allegion Plc,Buy,2/6/2019,8000,Com,89.64,88,99.36,99.68,132.41,,,,,,
Donna Shalala,FL,Congress,Democratic,AVY,AVY US,US,Avery Dennison Corp,Buy,2/6/2019,8000,Com,104.1,76,106.83,108.34,138.89,,,,,,
Donna Shalala,FL,Congress,Democratic,CCS,CCS US,US,Century Communities Inc,Buy,2/6/2019,8000,Com,23.69,336,27.91,25.94,31.84,,,,,,
Donna Shalala,FL,Congress,Democratic,EXEL,EXEL US,US,Exelixis Inc,Buy,2/6/2019,8000,Com,22.6,352,20.31,19.77,18.63,,,,,,
Donna Shalala,FL,Congress,Democratic,HIW,HIW US,US,Highwoods Properties Inc,Buy,2/6/2019,8000,Com,45.57,174,44.46,43.54,51.97,,,,,,
Donna Shalala,FL,Congress,Democratic,PATK,PATK US,US,Patrick Industries Inc,Buy,2/6/2019,8000,Com NPV,39.96,200,47.28,42.65,55.35,,,,,,
Donna Shalala,FL,Congress,Democratic,PBCT,PBCT US,US,People's United Financial Inc,Buy,2/6/2019,16001,Com,16.73,956,17.2,15.06,16.11,,,,,,
Donna Shalala,FL,Congress,Democratic,SPR,SPR US,US,Spirit Aerosystems Holdings Inc,Buy,2/6/2019,8000,Com A,91.99,86,84.53,72.8,70.07,,,,,,
Donna Shalala,FL,Congress,Democratic,BK,BK US,US,Bank Of New York Mellon Corp,Buy,2/5/2019,8000,Com,52.62,152,49.33,45.06,46.98,,,,,,
Donna Shalala,FL,Congress,Democratic,HPQ,HPQ US,US,HP Inc,Buy,2/5/2019,8000,Com,22.8,350,20.09,19.16,21.78,,,,,,
Donna Shalala,FL,Congress,Democratic,LMT,LMT US,US,Lockheed Martin Corp,Buy,2/5/2019,8000,Com,299.46,26,335.72,358.43,435.19,,,,,,
Donna Shalala,FL,Congress,Democratic,WFC,WFC US,US,Wells Fargo & Co,Buy,2/5/2019,8000,Com,49.27,162,48.43,46.14,48.31,,,,,,
Cynthia Axne,IA,Congress,Democratic,JEF,JEF US,US,Jefferies Financial Group Inc,Buy,2/4/2019,8000,Com,19.55,408,19.15,18.04,22.51,,,,,,
Carol Miller,WV,Congress,Republican,BATS,BATS LN,LN,British American Tobacco,Buy,2/1/2019,32500,Ord,2710,10,2880,2952,3391,,,,,,
Carol Miller,WV,Congress,Republican,KHC,KHC US,US,Kraft Heinz Co,Buy,2/1/2019,8000,Com,47.76,166,32.18,32.01,29.15,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,IRBT,IRBT US,US,Irobot Corp,Buy,2/1/2019,32500,Com,89.01,364,103.86,73.1,46.91,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,CCL,CCL US,US,Carnival Corp,Buy,1/31/2019,32500,Com,57.58,564,55.82,47.38,43.53,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,EQIX,EQIX US,US,Equinix Inc,Buy,1/30/2019,8000,Com NPV,383.01,20,454.7,486.58,603,,,,,,
Donna Shalala,FL,Congress,Democratic,ADS,ADS GR,GR,Adidas AG,Buy,1/29/2019,8000,Ord NPV,141.83,56,126.08,125.67,87.49,,,,,,
Donna Shalala,FL,Congress,Democratic,ROG,ROG SW,SW,Roche Holding Ag,Buy,1/29/2019,8000,Ord,121.25,64,165.36,161.9,122.55,,,,,,
Thomas Suozzi,NY,Congress,Democratic,AMD,AMD US,US,Advanced Micro Devices Inc,Buy,1/29/2019,32500,Com,19.25,1688,27.69,33.48,47.51,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,EQIX,EQIX US,US,Equinix Inc,Buy,1/28/2019,8000,Com NPV,377.11,20,448.81,486.58,602.57,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,ZUO,ZUO US,US,Zuora Inc,Buy,1/27/2019,8000,Com A,21.13,378,22.11,15.55,15.01,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,CSLT,CSLT US,US,Castlight Health Inc,Buy,1/25/2019,8000,Com B,2.61,3064,3.7,2.87,1.28,,,,,,
Thomas Suozzi,NY,Congress,Democratic,INTC,INTC US,US,Intel Corp,Buy,1/24/2019,8000,Com,49.76,160,58.72,51.75,68.47,,,,,,
Donna Shalala,FL,Congress,Democratic,AMD,AMD US,US,Advanced Micro Devices Inc,Buy,1/23/2019,8000,Com,19.8,404,27.97,32.85,51.71,,,,,,
Donna Shalala,FL,Congress,Democratic,PBYI,PBYI US,US,Puma Biotechnology Inc,Buy,1/23/2019,8000,Com,24.56,324,34.73,10.02,8.82,,,,,,
Donna Shalala,FL,Congress,Democratic,PNR,PNR US,US,Pentair Plc,Buy,1/23/2019,8000,Com,40.24,198,38.07,37.6,46.78,,,,,,
Donna Shalala,FL,Congress,Democratic,RCII,RCII US,US,Rent A Center Inc De,Buy,1/23/2019,8000,Com,17.23,464,23.34,26.38,30.19,,,,,,
Donna Shalala,FL,Congress,Democratic,TCMD,TCMD US,US,Tactile Systems Technology Inc,Buy,1/23/2019,8000,Com,64.21,124,48.8,52.62,58.27,,,,,,
Donna Shalala,FL,Congress,Democratic,TOL,TOL US,US,Toll Brothers Inc,Buy,1/23/2019,8000,Com,34.83,228,38.61,35.46,46.29,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,SPG,SPG US,US,Simon Property Group Inc,Buy,1/23/2019,8000,Com,174.17,44,176.61,155.13,147.25,,,,,,
Cynthia Axne,IA,Congress,Democratic,FB,FB US,US,Facebook Inc,Buy,1/18/2019,16001,Com A,150.04,106,178.28,201.8,221.44,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,FRT,FRT US,US,Federal Realty Investment Trust,Buy,1/18/2019,32500,Com NPV,125.91,258,132.2,130.51,130.88,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,CSLT,CSLT US,US,Castlight Health Inc,Buy,1/15/2019,8000,Com B,2.47,3238,3.67,3.17,1.54,,,,,,
Thomas Suozzi,NY,Congress,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,1/14/2019,32500,Com,37.61,864,46.18,41.82,61.82,,,,,,
David Joyce,OH,Congress,Republican,VGT,VGT US,US,Vanguard Information Technology ETF,Buy,1/10/2019,8000,Stock Unit,171.95,46,207.12,215.03,252.38,,,,,,
Donna Shalala,FL,Congress,Democratic,ABM,ABM US,US,Abm Industries Inc,Buy,1/9/2019,8000,Com,34.92,228,36.49,40.68,38.72,,,,,,
Donna Shalala,FL,Congress,Democratic,ARI,ARI US,US,Apollo Commercial Real Estate Finance Inc,Buy,1/9/2019,8000,Com,17.5,456,18.31,18.44,18.13,,,,,,
Donna Shalala,FL,Congress,Democratic,EXEL,EXEL US,US,Exelixis Inc,Buy,1/9/2019,8000,Com,23.67,336,24.03,20.45,18.63,,,,,,
Donna Shalala,FL,Congress,Democratic,HCSG,HCSG US,US,Healthcare Services Group Inc,Buy,1/9/2019,8000,Com,42.39,188,33.34,29.96,25.57,,,,,,
Donna Shalala,FL,Congress,Democratic,HL,HL US,US,Hecla Mining Co,Buy,1/9/2019,8000,Com,2.93,2730,2.4,1.64,3.07,,,,,,
Donna Shalala,FL,Congress,Democratic,OXM,OXM US,US,Oxford Industries Inc,Buy,1/9/2019,8000,Com,76.47,104,77.41,73,72.42,,,,,,
Donna Shalala,FL,Congress,Democratic,TMHC,TMHC US,US,Taylor Morrison Home Corp,Buy,1/9/2019,8000,Com,18.63,428,18.51,21.27,23.27,,,,,,
Donna Shalala,FL,Congress,Democratic,UMPQ,UMPQ US,US,Umpqua Holdings Corp,Buy,1/9/2019,8000,Com,17.84,448,17.21,16.8,18.07,,,,,,
Donna Shalala,FL,Congress,Democratic,VCRA,VCRA US,US,Vocera Communications Inc,Buy,1/9/2019,8000,Com,41.63,192,30.72,30.98,20.55,,,,,,
Grace Meng,NY,Congress,Democratic,LHX,LHX US,US,L3Harris Technologies Inc,Buy,1/7/2019,8000,Com,133.79,58,164.01,184.68,212.73,,,,,,
Thomas Suozzi,NY,Congress,Democratic,NEE,NEE US,US,Nextera Energy Inc,Buy,1/7/2019,8000,Com,43.07,184,47.16,52.28,60.33,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,EPD,EPD US,US,Enterprise Products Partners LP,Buy,1/7/2019,32500,Stock Unit,27.12,1198,29.47,29.37,28.72,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,NVGS,NVGS US,US,Navigator Holdings Ltd,Buy,1/3/2019,8000,Ord,9.54,838,11.3,9.76,13.61,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
