REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH,,,
Michael Mccaul,TX,Congress,Republican,NFLX,NFLX US,US,Netflix Inc,Buy,5/15/2021,250001,Com,488.94,510,515.92,657.58,#N/A,5.52,34.49,#N/A,,,
Earl Blumenauer,OR,Congress,Democratic,NWN,NWN US,US,Northwest Natural Holding Co,Buy,5/14/2021,8000,Com,54.67,146,52.64,45.72,#N/A,-3.71,-16.37,#N/A,,,
Kevin Hern,OK,Congress,Republican,ACN,ACN US,US,Accenture Plc,Buy,5/14/2021,8000,Com A,288.2,26,321.76,364.74,#N/A,11.64,26.56,#N/A,,,
Kevin Hern,OK,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,5/14/2021,8000,Stock Unit,49.08,162,48.41,47.99,#N/A,-1.37,-2.22,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,SNAP,SNAP US,US,Snap Inc,Buy,5/14/2021,8000,Com Ser A,52.99,150,75.26,52.88,#N/A,42.03,-0.21,#N/A,,,
Susie Lee,NV,Congress,Democratic,AGCO,AGCO US,US,Agco Corp,Buy,5/14/2021,8000,Com,145.9,54,143.48,122.82,#N/A,-1.66,-15.82,#N/A,,,
Susie Lee,NV,Congress,Democratic,BBWI,BBWI US,US,Bath & Body Works Inc,Buy,5/14/2021,8000,Com,55.95,142,62.52,74.32,#N/A,11.74,32.83,#N/A,,,
Susie Lee,NV,Congress,Democratic,BFAM,BFAM US,US,Bright Horizons Family Solutions Inc,Buy,5/14/2021,8000,Com,134.91,58,144.82,141.74,#N/A,7.35,5.06,#N/A,,,
Susie Lee,NV,Congress,Democratic,BLDR,BLDR US,US,Builders Firstsource Inc,Buy,5/14/2021,8000,Ord,47.93,166,51.90,66.92,#N/A,8.28,39.62,#N/A,,,
Susie Lee,NV,Congress,Democratic,CARR,CARR US,US,Carrier Global Corp,Buy,5/14/2021,8000,Ord,43.64,182,55.98,54.63,#N/A,28.28,25.18,#N/A,,,
Susie Lee,NV,Congress,Democratic,CHDN,CHDN US,US,Churchill Downs Inc,Buy,5/14/2021,8000,Com NPV,199.21,40,195.09,233.00,#N/A,-2.07,16.96,#N/A,,,
Susie Lee,NV,Congress,Democratic,CWH,CWH US,US,Camping World Holdings Inc,Buy,5/14/2021,8000,Ord A,45.77,174,40.20,41.56,#N/A,-12.17,-9.20,#N/A,,,
Susie Lee,NV,Congress,Democratic,CZR,CZR US,US,Caesars Entertainment Inc,Buy,5/14/2021,8000,Com,98.61,80,93.76,99.98,#N/A,-4.92,1.39,#N/A,,,
